Symbol,RSI_12M
DGICB,100.0
DMYY,100.0
PCLB,100.0
LFCBY,100.0
ISBA,100.0
GTPS,100.0
UI,100.0
SENEB,100.0
TLGYF,100.0
ATROB,99.83766233766237
WOR,99.411331861663
SSREY,99.10394265232974
ZS,98.95470383275263
STVN,98.93048128342248
CIXXF,98.91304347826083
AL,98.77955758962621
CLBR,98.6577181208054
NRDBY,98.61751152073735
JBL,98.59783301465903
IRTC,98.55828983345765
IBDRY,98.48812095032397
PRDO,98.434004474273
DANOY,98.23008849557526
SVT,98.14295725297829
UBOH,98.12265331664578
BA,98.02796701326646
MOS,97.7203647416413
GTX,97.67441860465115
SGAPY,97.23076923076924
OSIS,97.06422018348621
DOMO,97.01492537313433
TPC,97.01219512195122
LLYVK,96.83293745051466
DBSDY,96.79658302189004
SIBN,96.79245283018868
VRSN,96.72645739910318
FNCH,96.6996699669967
RGLD,96.3267543859649
SWTX,96.27766599597588
ALMU,96.27367135003054
ONIT,96.23529411764713
APG,96.17058311575285
GBFH,96.0365853658538
CFSB,96.01910828025477
SLF,96.00967351874246
RGC,95.84961343420068
PRE,95.75471698113208
FROG,95.50359712230215
RNMBY,95.44198895027627
FER,95.22471910112355
ALNT,95.11904761904762
OPOF,94.91298527443102
CMP,94.89559164733177
CTAS,94.8640483383686
SSBK,94.8626045400239
FJTSY,94.76923076923082
HKXCY,94.68037550290566
NFLX,94.52336448598132
GCMG,94.44444444444444
FHI,94.42934782608691
WWD,94.2355117139334
TW,94.11764705882345
OPFI,94.04761904761904
CVLT,94.04494382022472
FNMA,93.89587073608618
AXAHY,93.87129724208374
PODD,93.83651944627553
FNMAS,93.8095238095238
NET,93.7812567949554
CCRD,93.65853658536582
NTDOY,93.64261168384884
KT,93.61702127659564
FOX,93.59999999999962
APH,93.53187529083289
MYTAY,93.29545454545452
KMI,93.27731092436974
CFRUY,93.12267657992564
HCMLY,93.11224489795912
IROQ,93.02325581395344
TYIDY,92.93048308365597
ADYEY,92.84009546539377
HCSG,92.82051282051282
ALIZY,92.8104575163399
HSAI,92.67441860465117
DNKEY,92.5806451612903
SXT,92.57903494176368
STN,92.56550883607557
ENLT,92.47572815533984
CVNA,92.39750203638339
ADP,92.386685552408
ADRNY,92.34693877551027
MCK,92.33545647558384
GOGO,92.30769230769232
TXNM,92.08633093525184
CIHKY,92.07360226468506
ISNPY,92.00913242009136
BYDDF,91.82879377431907
NFG,91.82222222222221
KFS,91.78403755868548
JG,91.70454545454547
KDDIY,91.66666666666664
DTEGY,91.58075601374578
OR,91.33574007220211
TELNY,91.12426035502958
FDP,91.08280254777068
CNM,90.82125603864733
NAGE,90.80459770114943
LBRDK,90.61012548680225
HRTG,90.44401544401545
SOBKY,90.3954802259887
TTWO,90.18663455749537
CICHY,90.17857142857143
NTR,90.13785790031814
JOYY,90.08363201911587
FRFHF,90.06816517379298
XIACY,89.92974238875865
HOOD,89.91756499682943
PPTA,89.8243045387994
TCI,89.79187314172447
EXE,89.72005507113352
YARIY,89.46459412780658
NPSNY,89.43472409152086
CPA,89.23654568210264
EADSY,89.10256410256409
OMAB,89.10025706940871
LTBR,89.10012674271229
MYFW,89.06976744186042
NEU,89.02731912338643
PBI,88.99676375404529
ANPDY,88.8827926753995
BAP,88.86332259549026
CAAP,88.78281622911693
MELI,88.70333230484417
GILD,88.59616108392923
PUK,88.51063829787248
BJRI,88.41259209645008
WRLD,88.38883888388841
TCEHY,88.32199546485259
AMADY,88.29663962920029
LI,88.26815642458102
KEP,88.26291079812206
SGI,88.06584362139917
LNSTY,88.02017654476681
NEON,87.98283261802572
MNST,87.91540785498484
KTOS,87.87593984962405
ORLA,87.82051282051285
TR,87.75510204081633
ANGO,87.61904761904762
TME,87.42393509127784
VSEC,87.39144419427471
ORANY,87.29641693811075
NC,87.218045112782
CCHGY,87.20568636161707
SWDBY,87.16216216216228
MIELY,87.09198813056375
X,87.07547169811322
ASTE,86.92628650904037
IPI,86.84210526315793
TITN,86.81159420289856
SIEGY,86.68197474167626
ASND,86.64067309665504
HSBC,86.18376928236086
MT,85.62401263823065
AAMI,85.35714285714286
BKSC,85.27131782945739
PHAR,85.20408163265303
BAESY,85.17013712544433
BH,84.6300798888503
RYAAY,84.40797186400938
BNPQY,84.30851063829793
NXT,84.2627960275019
KBCSY,84.05197873597163
SII,83.64849833147943
PERI,83.28981723237597
KRYAY,82.14990138067058
LSBK,81.74807197943443
GT,81.67330677290835
XNGSY,81.65680473372782
ALCO,81.14374034003096
BHKLY,79.19725893294176
MDWD,77.0745428973277
